name,code
新华网,|603888
华鑫股份,|600621
天龙集团,|300063
山东地矿,|000409
广电网络,|600831
氯碱化工,|600618
昆药集团,|600422
鲁 泰Ａ,|000726
北方股份,|600262
维力医疗,|603309
天津港,|600717
中原内配,|002448
南京银行,|601009
佳讯飞鸿,|300213
华东电脑,|600850
溢多利,|300381
绿城水务,|601368
浙江世宝,|002703
东方铁塔,|002545
中金岭南,|000060
浙江鼎力,|603338
长城动漫,|000835
上海凯宝,|300039
东方海洋,|002086
国机通用,|600444
伊力特,|600197
有研新材,|600206
日出东方,|603366
置信电气,|600517
康得新,|002450
*ST建峰,|000950
中国武夷,|000797
中国神华,|601088
银宝山新,|002786
通源石油,|300164
建新矿业,|000688
中兴通讯,|000063
歌尔股份,|002241
中国人寿,|601628
新华保险,|601336
博彦科技,|002649
中核科技,|000777
博瑞传播,|600880
茂化实华,|000637
太极股份,|002368
吴通控股,|300292
纳川股份,|300198
龙津药业,|002750
鹏翎股份,|300375
爱尔眼科,|300015
*ST金瑞,|600390
欧菲光,|002456
大秦铁路,|601006
中国重工,|601989
宏达矿业,|600532
博云新材,|002297
赤天化,|600227
嘉应制药,|002198
中国船舶,|600150
东信和平,|002017
东富龙,|300171
康恩贝,|600572
迪马股份,|600565
正泰电器,|601877
国恩股份,|002768
万方发展,|000638
贝因美,|002570
康力电梯,|002367
龙洲股份,|002682
龙星化工,|002442
仟源医药,|300254
京蓝科技,|000711
立霸股份,|603519
视觉中国,|000681
亿纬锂能,|300014
市北高新,|600604
友邦吊顶,|002718
皇庭国际,|000056
天顺股份,|002800
重庆燃气,|600917
大众交通,|600611
长城汽车,|601633
兰太实业,|600328
中国西电,|601179
长海股份,|300196
益佰制药,|600594
德美化工,|002054
以岭药业,|002603
泰达股份,|000652
建设银行,|601939
辽宁成大,|600739
农发种业,|600313
西宁特钢,|600117
香雪制药,|300147
楚天高速,|600035
西部材料,|002149
力星股份,|300421
汉得信息,|300170
海联讯,|300277
平高电气,|600312
天玑科技,|300245
易世达,|300125
华策影视,|300133
海辰药业,|300584
杭州银行,|600926
万孚生物,|300482
黔源电力,|002039
中科电气,|300035
海南高速,|000886
浦发银行,|600000
石大胜华,|603026
劲嘉股份,|002191
华兰生物,|002007
阳光电源,|300274
海立美达,|002537
亚星客车,|600213
四川成渝,|601107
创力集团,|603012
景嘉微,|300474
华电能源,|600726
神农基因,|300189
恒华科技,|300365
鼎汉技术,|300011
北京银行,|601169
沃施股份,|300483
欧普康视,|300595
中鼎股份,|000887
探路者,|300005
润欣科技,|300493
中青宝,|300052
蓝色光标,|300058
平安银行,|000001
旗滨集团,|601636
星徽精密,|300464
峨眉山Ａ,|000888
航天通信,|600677
深圳机场,|000089
莎普爱思,|603168
霞客环保,|002015
德尔未来,|002631
华发股份,|600325
中国国旅,|601888
卫星石化,|002648
云南锗业,|002428
吉峰农机,|300022
先导智能,|300450
宁波中百,|600857
北大医药,|000788
柏堡龙,|002776
东华软件,|002065
旋极信息,|300324
益盛药业,|002566
潞安环能,|601699
中海油服,|601808
飞马国际,|002210
天能重工,|300569
江苏阳光,|600220
科华生物,|002022
吉视传媒,|601929
华电重工,|601226
江苏索普,|600746
东方锆业,|002167
龙生股份,|002625
星源材质,|300568
远达环保,|600292
常山药业,|300255
天孚通信,|300394
星期六,|002291
炬华科技,|300360
国药股份,|600511
美好置业,|000667
济川药业,|600566
潜能恒信,|300191
尚荣医疗,|002551
朗科科技,|300042
澳柯玛,|600336
中国银行,|601988
鸿特精密,|300176
TCL 集团,|000100
云投生态,|002200
苏宁云商,|002024
中钨高新,|000657
萃华珠宝,|002731
华仁药业,|300110
富邦股份,|300387
金瑞矿业,|600714
江苏有线,|600959
紫鑫药业,|002118
华昌达,|300278
冠城大通,|600067
盛和资源,|600392
深圳能源,|000027
万达信息,|300168
新文化,|300336
英飞拓,|002528
民丰特纸,|600235
鲁信创投,|600783
上海三毛,|600689
华胜天成,|600410
北京科锐,|002350
天士力,|600535
界龙实业,|600836
碧水源,|300070
天壕环境,|300332
开滦股份,|600997
阳煤化工,|600691
瑞凌股份,|300154
上海临港,|600848
金杯电工,|002533
银座股份,|600858
国电电力,|600795
华东科技,|000727
大东方,|600327
中直股份,|600038
申万宏源,|000166
中电电机,|603988
天源迪科,|300047
光大证券,|601788
新 海 宜,|002089
申能股份,|600642
熊猫金控,|600599
恒天海龙,|000677
三圣股份,|002742
陕西黑猫,|601015
乾景园林,|603778
厦门国贸,|600755
珠海中富,|000659
北方创业,|600967
远兴能源,|000683
华泰股份,|600308
甘肃电投,|000791
德豪润达,|002005
中煤能源,|601898
兴蓉环境,|000598
宜华健康,|000150
中广核技,|000881
泰禾集团,|000732
九牧王,|601566
远大控股,|000626
华邦健康,|002004
绿地控股,|600606
千金药业,|600479
浙富控股,|002266
第一创业,|002797
现代制药,|600420
粤电力Ａ,|000539
长青集团,|002616
福日电子,|600203
上实发展,|600748
海翔药业,|002099
法拉电子,|600563
北方导航,|600435
上海九百,|600838
东宝生物,|300239
*ST商城,|600306
漫步者,|002351
天创时尚,|603608
天龙光电,|300029
信立泰,|002294
英联股份,|002846
粤 水 电,|002060
神州长城,|000018
华润双鹤,|600062
中国电建,|601669
联化科技,|002250
古井贡酒,|000596
丹化科技,|600844
特 尔 佳,|002213
金洲慈航,|000587
康缘药业,|600557
音飞储存,|603066
恒康医疗,|002219
八菱科技,|002592
东风科技,|600081
国投安信,|600061
宋都股份,|600077
华纺股份,|600448
中船科技,|600072
江海股份,|002484
黄山旅游,|600054
燕京啤酒,|000729
天茂集团,|000627
文峰股份,|601010
银河磁体,|300127
锦江股份,|600754
神州泰岳,|300002
广信股份,|603599
顺网科技,|300113
蓝科高新,|601798
世茂股份,|600823
中科三环,|000970
齐翔腾达,|002408
华侨城Ａ,|000069
沪电股份,|002463
恒大高新,|002591
中工国际,|002051
光线传媒,|300251
中国高科,|600730
雏鹰农牧,|002477
林州重机,|002535
数码视讯,|300079
远方光电,|300306
海南椰岛,|600238
海南橡胶,|601118
三六五网,|300295
同方股份,|600100
雷曼股份,|300162
海润光伏,|600401
天健集团,|000090
华远地产,|600743
中信证券,|600030
博实股份,|002698
维尔利,|300190
醋化股份,|603968
隆基股份,|601012
润邦股份,|002483
泰格医药,|300347
成发科技,|600391
慈星股份,|300307
农 产 品,|000061
安居宝,|300155
迪安诊断,|300244
荃银高科,|300087
凯撒文化,|002425
银信科技,|300231
英 力 特,|000635
启明信息,|002232
山东华鹏,|603021
宗申动力,|001696
交运股份,|600676
戴维医疗,|300314
江山股份,|600389
片仔癀,|600436
维格娜丝,|603518
上海石化,|600688
首创股份,|600008
四方精创,|300468
神州高铁,|000008
禾丰牧业,|603609
桂冠电力,|600236
新华传媒,|600825
供销大集,|000564
国信证券,|002736
恒顺众昇,|300208
大通燃气,|000593
西南证券,|600369
元力股份,|300174
富煌钢构,|002743
汉缆股份,|002498
通程控股,|000419
美亚光电,|002690
川仪股份,|603100
廊坊发展,|600149
津膜科技,|300334
东方明珠,|600637
飞科电器,|603868
爱仕达,|002403
国脉科技,|002093
亚邦股份,|603188
雪浪环境,|300385
莫高股份,|600543
珠江实业,|600684
世纪华通,|002602
太极集团,|600129
正平股份,|603843
汇川技术,|300124
海泰发展,|600082
陕西煤业,|601225
兴业银行,|601166
海马汽车,|000572
赢合科技,|300457
华测检测,|300012
三安光电,|600703
雪迪龙,|002658
江泉实业,|600212
瑞丰高材,|300243
广东甘化,|000576
南宁百货,|600712
久立特材,|002318
斯太尔,|000760
华力创通,|300045
韵达股份,|002120
世联行,|002285
黄山胶囊,|002817
康芝药业,|300086
四方达,|300179
新华联,|000620
国栋建设,|600321
世荣兆业,|002016
哈尔斯,|002615
奥拓电子,|002587
一汽轿车,|000800
香江控股,|600162
天坛生物,|600161
正业科技,|300410
浙江富润,|600070
穗恒运Ａ,|000531
长江电力,|600900
御银股份,|002177
洪都航空,|600316
广田集团,|002482
广汇汽车,|600297
申华控股,|600653
盛天网络,|300494
搜于特,|002503
龙韵股份,|603729
*ST油工,|600339
恒锋信息,|300605
艾派克,|002180
中 关 村,|000931
山河药辅,|300452
海通证券,|600837
利欧股份,|002131
宝鹰股份,|002047
山西证券,|002500
金健米业,|600127
大 东 南,|002263
珍宝岛,|603567
广济药业,|000952
佳隆股份,|002495
中国软件,|600536
可立克,|002782
融钰集团,|002622
康普顿,|603798
三泰控股,|002312
顺鑫农业,|000860
金岭矿业,|000655
卫宁健康,|300253
安妮股份,|002235
麦趣尔,|002719
汉商集团,|600774
中国银河,|601881
新南洋,|600661
红日药业,|300026
东吴证券,|601555
富瑞特装,|300228
通化金马,|000766
江河集团,|601886
东方能源,|000958
圣莱达,|002473
开尔新材,|300234
星河生物,|300143
渤海金控,|000415
国联水产,|300094
隆平高科,|000998
开创国际,|600097
诚迈科技,|300598
万向钱潮,|000559
山鹰纸业,|600567
怡 亚 通,|002183
青山纸业,|600103
科远股份,|002380
新集能源,|601918
数字政通,|300075
华信国际,|002018
金科娱乐,|300459
西陇科学,|002584
酒鬼酒,|000799
广发证券,|000776
哈投股份,|600864
卧龙电气,|600580
华银电力,|600744
华工科技,|000988
美的集团,|000333
鼎龙股份,|300054
新奥股份,|600803
森源电气,|002358
星光农机,|603789
三湘印象,|000863
光一科技,|300356
松芝股份,|002454
首航节能,|002665
中泰桥梁,|002659
长春燃气,|600333
三特索道,|002159
新疆城建,|600545
彩虹股份,|600707
长江证券,|000783
国祯环保,|300388
海欣股份,|600851
五洲交通,|600368
沧州大化,|600230
卓翼科技,|002369
上海建工,|600170
新时达,|002527
中泰股份,|300435
海能达,|002583
鲁抗医药,|600789
福能股份,|600483
诚志股份,|000990
沈阳机床,|000410
国海证券,|000750
酒钢宏兴,|600307
爱施德,|002416
新湖中宝,|600208
通富微电,|002156
京运通,|601908
东湖高新,|600133
浦东金桥,|600639
招商蛇口,|001979
积成电子,|002339
南兴装备,|002757
报 喜 鸟,|002154
财信发展,|000838
东华测试,|300354
盘江股份,|600395
正海磁材,|300224
大商股份,|600694
宝钢包装,|601968
榕基软件,|002474
康跃科技,|300391
双象股份,|002395
明泰铝业,|601677
广百股份,|002187
新华百货,|600785
博思软件,|300525
兰花科创,|600123
先锋新材,|300163
长园集团,|600525
深天地Ａ,|000023
牧原股份,|002714
乔治白,|002687
数源科技,|000909
巴安水务,|300262
普利特,|002324
民和股份,|002234
合肥城建,|002208
四川九洲,|000801
广电电气,|601616
中恒电气,|002364
兆日科技,|300333
德威新材,|300325
芭田股份,|002170
大同煤业,|601001
合肥百货,|000417
云图控股,|002539
中国中铁,|601390
粤 传 媒,|002181
东江环保,|002672
东方证券,|600958
威海广泰,|002111
瑞丰光电,|300241
张江高科,|600895
强生控股,|600662
宁波韵升,|600366
宁波富达,|600724
海南矿业,|601969
抚顺特钢,|600399
生 意 宝,|002095
东兴证券,|601198
水晶光电,|002273
仁智股份,|002629
招商银行,|600036
金鹰股份,|600232
德展健康,|000813
景峰医药,|000908
立思辰,|300010
完美世界,|002624
深大通,|000038
蓝晓科技,|300487
中化岩土,|002542
锌业股份,|000751
*ST宏盛,|600817
民生银行,|600016
奥克股份,|300082
金科股份,|000656
中国石化,|600028
深振业Ａ,|000006
东方集团,|600811
中航飞机,|000768
华业资本,|600240
安泰集团,|600408
宝光股份,|600379
双成药业,|002693
振华重工,|600320
嘉宝集团,|600622
雅戈尔,|600177
东方精工,|002611
远东传动,|002406
诺力股份,|603611
复旦复华,|600624
中国交建,|601800
全筑股份,|603030
好当家,|600467
迎驾贡酒,|603198
清新环境,|002573
日上集团,|002593
皖能电力,|000543
天地科技,|600582
保龄宝,|002286
东风汽车,|600006
大禹节水,|300021
紫江企业,|600210
陕天然气,|002267
永东股份,|002753
吉鑫科技,|601218
毅昌股份,|002420
九洲药业,|603456
赣粤高速,|600269
南极电商,|002127
舒泰神,|300204
国泰君安,|601211
锦江投资,|600650
九 芝 堂,|000989
锦富技术,|300128
双星新材,|002585
金太阳,|300606
中金环境,|300145
凤形股份,|002760
上海家化,|600315
ST狮头,|600539
天华超净,|300390
苏奥传感,|300507
慈文传媒,|002343
天海投资,|600751
惠天热电,|000692
首旅酒店,|600258
盛运环保,|300090
盛路通信,|002446
深圳燃气,|601139
瑞贝卡,|600439
中国电影,|600977
浙江震元,|000705
晨光文具,|603899
郴电国际,|600969
莱宝高科,|002106
骅威文化,|002502
力源信息,|300184
恺英网络,|002517
汇源通信,|000586
兴业证券,|601377
司尔特,|002538
川投能源,|600674
司太立,|603520
万润股份,|002643
亚宝药业,|600351
湘电股份,|600416
金种子酒,|600199
世纪瑞尔,|300150
漳泽电力,|000767
中牧股份,|600195
红蜻蜓,|603116
海王生物,|000078
海源机械,|002529
长白山,|603099
欧浦智网,|002711
金利华电,|300069
德赛电池,|000049
华电国际,|600027
江苏银行,|600919
南 玻Ａ,|000012
汉邦高科,|300449
跃岭股份,|002725
中矿资源,|002738
向日葵,|300111
金字火腿,|002515
深纺织Ａ,|000045
兴民智通,|002355
国金证券,|600109
锐奇股份,|300126
西部黄金,|601069
福建高速,|600033
东华科技,|002140
电科院,|300215
崇达技术,|002815
雄帝科技,|300546
易明医药,|002826
三垒股份,|002621
安记食品,|603696
杭萧钢构,|600477
高德红外,|002414
汉王科技,|002362
广宇集团,|002133
兆新股份,|002256
泰合健康,|000790
中国核电,|601985
华孚色纺,|002042
中国铁建,|601186
日机密封,|300470
大恒科技,|600288
太钢不锈,|000825
康达尔,|000048
上海梅林,|600073
金路集团,|000510
航民股份,|600987
韶能股份,|000601
山大华特,|000915
中泰化学,|002092
洪涛股份,|002325
索菱股份,|002766
建投能源,|000600
福建金森,|002679
华联控股,|000036
辉隆股份,|002556
山东赫达,|002810
中南传媒,|601098
山东黄金,|600547
通达股份,|002560
欣龙控股,|000955
招商证券,|600999
敦煌种业,|600354
海澜之家,|600398
诺德股份,|600110
中设集团,|603018
帝龙文化,|002247
英洛华,|000795
湖南发展,|000722
拓尔思,|300229
京能置业,|600791
海宁皮城,|002344
中航机电,|002013
山河智能,|002097
中茵股份,|600745
龙头股份,|600630
科达洁能,|600499
紫金矿业,|601899
新野纺织,|002087
津劝业,|600821
益民集团,|600824
暴风集团,|300431
海印股份,|000861
上海银行,|601229
艾比森,|300389
歌力思,|603808
海南航空,|600221
老凤祥,|600612
江铃汽车,|000550
创意信息,|300366
宁波银行,|002142
国检集团,|603060
中航动力,|600893
精工钢构,|600496
西安饮食,|000721
通润装备,|002150
新黄浦,|600638
腾邦国际,|300178
沃华医药,|002107
中国石油,|601857
中航动控,|000738
金河生物,|002688
浙江东方,|600120
永辉超市,|601933
中铁工业,|600528
四川金顶,|600678
上工申贝,|600843
北新路桥,|002307
人民网,|603000
南山铝业,|600219
广电运通,|002152
青岛啤酒,|600600
法 尔 胜,|000890
恒顺醋业,|600305
广晟有色,|600259
*ST生物,|000504
金一文化,|002721
雄韬股份,|002733
科伦药业,|002422
启迪桑德,|000826
内蒙华电,|600863
中核钛白,|002145
青青稞酒,|002646
三江购物,|601116
赣能股份,|000899
世纪星源,|000005
巨龙管业,|002619
保利地产,|600048
风华高科,|000636
来伊份,|603777
中飞股份,|300489
益丰药房,|603939
腾龙股份,|603158
恒邦股份,|002237
长江传媒,|600757
中海科技,|002401
株冶集团,|600961
南华仪器,|300417
伟明环保,|603568
中航资本,|600705
兴发集团,|600141
蓝帆医疗,|002382
莱克电气,|603355
中视传媒,|600088
新华医疗,|600587
地尔汉宇,|300403
外运发展,|600270
渤海股份,|000605
西王食品,|000639
江苏吴中,|600200
佛慈制药,|002644
蓝盾股份,|300297
亚太股份,|002284
浪潮信息,|000977
九鼎新材,|002201
金桥信息,|603918
九华旅游,|603199
华鹏飞,|300350
中文传媒,|600373
中新药业,|600329
小康股份,|601127
瑞茂通,|600180
华夏银行,|600015
新 希 望,|000876
明牌珠宝,|002574
*ST星湖,|600866
华茂股份,|000850
九鼎投资,|600053
海大集团,|002311
四川美丰,|000731
永艺股份,|603600
拓斯达,|300607
金山股份,|600396
贵航股份,|600523
南方传媒,|601900
皖通科技,|002331
亚夏汽车,|002607
天山生物,|300313
中航高科,|600862
翰宇药业,|300199
白云山,|600332
珈伟股份,|300317
万里石,|002785
皖维高新,|600063
科力远,|600478
九安医疗,|002432
顺发恒业,|000631
天马股份,|002122
联发股份,|002394
吉林敖东,|000623
海南海药,|000566
长源电力,|000966
现代投资,|000900
铁岭新城,|000809
高乐股份,|002348
兖州煤业,|600188
华锦股份,|000059
高升控股,|000971
湖北宜化,|000422
百利电气,|600468
华天酒店,|000428
康美药业,|600518
中航电子,|600372
石基信息,|002153
盐 田 港,|000088
莲花健康,|600186
北斗星通,|002151
东方电缆,|603606
双环传动,|002472
华安证券,|600909
保千里,|600074
杰赛科技,|002544
超华科技,|002288
中际装备,|300308
鲁阳节能,|002088
天顺风能,|002531
浦东建设,|600284
拓普集团,|601689
中原高速,|600020
苏州固锝,|002079
万达院线,|002739
宁夏建材,|600449
浙江龙盛,|600352
凯发电气,|300407
飞乐音响,|600651
北方国际,|000065
恒泰实达,|300513
优博讯,|300531
井神股份,|603299
宝德股份,|300023
凯利泰,|300326
三一重工,|600031
大唐电信,|600198
闰土股份,|002440
高新发展,|000628
新宝股份,|002705
广誉远,|600771
南钢股份,|600282
巨星科技,|002444
*ST珠江,|000505
凤凰股份,|600716
九洲电气,|300040
创业环保,|600874
英唐智控,|300131
太阳纸业,|002078
豫光金铅,|600531
成都路桥,|002628
滨海能源,|000695
安图生物,|603658
国创高新,|002377
兄弟科技,|002562
朗迪集团,|603726
尖峰集团,|600668
罗 牛 山,|000735
南山控股,|002314
深中华A,|000017
号百控股,|600640
派思股份,|603318
东方金钰,|600086
明星电力,|600101
深康佳Ａ,|000016
中毅达,|600610
许继电气,|000400
武汉中商,|000785
越秀金控,|000987
营口港,|600317
上海机电,|600835
京威股份,|002662
太原重工,|600169
聚龙股份,|300202
古越龙山,|600059
春晖股份,|000976
浙江医药,|600216
保变电气,|600550
引力传媒,|603598
*ST中发,|600520
首开股份,|600376
东易日盛,|002713
恒信移动,|300081
上海电影,|601595
航天发展,|000547
长安汽车,|000625
华控赛格,|000068
京新药业,|002020
中国一重,|601106
四川长虹,|600839
长江通信,|600345
恩华药业,|002262
江南高纤,|600527
惠博普,|002554
中船防务,|600685
昆仑万维,|300418
高澜股份,|300499
美康生物,|300439
精伦电子,|600355
潮宏基,|002345
上海电力,|600021
哈药股份,|600664
东方新星,|002755
新联电子,|002546
银河电子,|002519
南京化纤,|600889
广日股份,|600894
隧道股份,|600820
秦川机床,|000837
中电鑫龙,|002298
康泰生物,|300601
文山电力,|600995
中元股份,|300018
亿帆医药,|002019
骆驼股份,|601311
航天晨光,|600501
赤峰黄金,|600988
中航电测,|300114
南通锻压,|300280
天神娱乐,|002354
中亚股份,|300512
华建集团,|600629
中国联通,|600050
太阳电缆,|002300
格力地产,|600185
南国置业,|002305
露笑科技,|002617
鑫茂科技,|000836
海欣食品,|002702
新宁物流,|300013
景兴纸业,|002067
晨鸣纸业,|000488
强力新材,|300429
深物业A,|000011
中金黄金,|600489
中兵红箭,|000519
雷科防务,|002413
伟星股份,|002003
常铝股份,|002160
*ST中特,|002423
通威股份,|600438
平潭发展,|000592
汉威电子,|300007
世龙实业,|002748
绿盟科技,|300369
安彩高科,|600207
奥康国际,|603001
东材科技,|601208
水井坊,|600779
南京医药,|600713
宁波热电,|600982
建发股份,|600153
中青旅,|600138
开开实业,|600272
永安药业,|002365
清水源,|300437
康拓红外,|300455
九阳股份,|002242
深 赛 格,|000058
梦百合,|603313
中科金财,|002657
安洁科技,|002635
机器人,|300024
青海春天,|600381
软控股份,|002073
靖远煤电,|000552
普洛药业,|000739
奇信股份,|002781
海特高新,|002023
盾安环境,|002011
新宏泰,|603016
莱美药业,|300006
姚记扑克,|002605
顺威股份,|002676
大洋电机,|002249
日海通讯,|002313
三友化工,|600409
三 力 士,|002224
宝莱特,|300246
龙净环保,|600388
巨化股份,|600160
游族网络,|002174
金枫酒业,|600616
启明星辰,|002439
广宇发展,|000537
宜安科技,|300328
蒙发利,|002614
亚泰集团,|600881
圆通速递,|600233
亚星锚链,|601890
方盛制药,|603998
龙元建设,|600491
大冷股份,|000530
北京文化,|000802
全信股份,|300447
莱茵生物,|002166
绿庭投资,|600695
达安基因,|002030
大地传媒,|000719
全志科技,|300458
欧普照明,|603515
博通股份,|600455
北信源,|300352
中信银行,|601998
会稽山,|601579
徐家汇,|002561
赛升药业,|300485
亿晶光电,|600537
白云机场,|600004
新莱应材,|300260
永新股份,|002014
美菱电器,|000521
摩登大道,|002656
美利云,|000815
安诺其,|300067
欧亚集团,|600697
众生药业,|002317
三角轮胎,|601163
智慧松德,|300173
新通联,|603022
通光线缆,|300265
新 华 都,|002264
华通医药,|002758
羚锐制药,|600285
杭齿前进,|601177
捷顺科技,|002609
西昌电力,|600505
厦华电子,|600870
智度股份,|000676
恒通股份,|603223
加加食品,|002650
漳州发展,|000753
大连圣亚,|600593
泛海控股,|000046
天地源,|600665
沙河股份,|000014
承德露露,|000848
津滨发展,|000897
北部湾港,|000582
天和防务,|300397
隆鑫通用,|603766
一拖股份,|601038
山东高速,|600350
兴森科技,|002436
棒杰股份,|002634
粤泰股份,|600393
雅本化学,|300261
宁波港,|601018
建研集团,|002398
深科技,|000021
鲁银投资,|600784
龙泉股份,|002671
生物股份,|600201
平庄能源,|000780
华讯方舟,|000687
双环科技,|000707
徐工机械,|000425
迈克生物,|300463
祥龙电业,|600769
上海贝岭,|600171
星网锐捷,|002396
柳钢股份,|601003
陕鼓动力,|601369
东方通信,|600776
三木集团,|000632
苏交科,|300284
安信信托,|600816
海信电器,|600060
广东榕泰,|600589
伊利股份,|600887
金徽酒,|603919
航天电子,|600879
利德曼,|300289
兰州黄河,|000929
深高速,|600548
铁汉生态,|300197
宏昌电子,|603002
易成新能,|300080
新界泵业,|002532
弘高创意,|002504
重庆港九,|600279
华帝股份,|002035
上港集团,|600018
华升股份,|600156
孚日股份,|002083
丽珠集团,|000513
烟台冰轮,|000811
闽东电力,|000993
象屿股份,|600057
雅百特,|002323
罗普斯金,|002333
平煤股份,|601666
红宇新材,|300345
威龙股份,|603779
郑州煤电,|600121
兆驰股份,|002429
中海达,|300177
塔牌集团,|002233
七 匹 狼,|002029
东风股份,|601515
奥瑞金,|002701
中航光电,|002179
威孚高科,|000581
福瑞股份,|300049
海航基础,|600515
浩物股份,|000757
众和股份,|002070
高鸿股份,|000851
安琪酵母,|600298
太阳鸟,|300123
上汽集团,|600104
金信诺,|300252
凯撒旅游,|000796
四维图新,|002405
重庆路桥,|600106
普莱柯,|603566
恒立液压,|601100
欣旺达,|300207
永高股份,|002641
新 和 成,|002001
中兴商业,|000715
华立股份,|603038
捷成股份,|300182
四川路桥,|600039
时代万恒,|600241
万里扬,|002434
应流股份,|603308
华舟应急,|300527
双杰电气,|300444
金明精机,|300281
渤海活塞,|600960
上海凤凰,|600679
天山股份,|000877
中通客车,|000957
小天鹅Ａ,|000418
悦达投资,|600805
中天城投,|000540
天奇股份,|002009
中孚实业,|600595
同德化工,|002360
天宸股份,|600620
光明地产,|600708
嘉化能源,|600273
ST成城,|600247
第一医药,|600833
浔兴股份,|002098
鲁商置业,|600223
银江股份,|300020
海普瑞,|002399
激智科技,|300566
宝新能源,|000690
道明光学,|002632
泰晶科技,|603738
日发精机,|002520
浙江广厦,|600052
金牛化工,|600722
玉龙股份,|601028
顾家家居,|603816
华谊兄弟,|300027
马应龙,|600993
运盛医疗,|600767
宁波高发,|603788
览海投资,|600896
葵花药业,|002737
张 裕Ａ,|000869
鸿利智汇,|300219
国统股份,|002205
广深铁路,|601333
涪陵榨菜,|002507
欧比特,|300053
华谊嘉信,|300071
中国铝业,|601600
欢瑞世纪,|000892
黑牛食品,|002387
徕木股份,|603633
凯龙股份,|002783
富春通信,|300299
启迪设计,|300500
大华股份,|002236
禾嘉股份,|600093
弘讯科技,|603015
思维列控,|603508
中信重工,|601608
上海能源,|600508
长城电脑,|000066
智光电气,|002169
中航三鑫,|002163
科达股份,|600986
博创科技,|300548
博世科,|300422
楚天科技,|300358
丽鹏股份,|002374
浙江众成,|002522
辉丰股份,|002496
大西洋,|600558
依米康,|300249
特锐德,|300001
唐山港,|601000
菲利华,|300395
长生生物,|002680
曲江文旅,|600706
天邦股份,|002124
亿利达,|002686
大族激光,|002008
佳都科技,|600728
荣之联,|002642
神力股份,|603819
中炬高新,|600872
双林股份,|300100
华新水泥,|600801
浙江东日,|600113
蓝思科技,|300433
万业企业,|600641
深赤湾Ａ,|000022
龙马环卫,|603686
奥飞娱乐,|002292
合锻智能,|603011
方正证券,|601901
电子城,|600658
富安娜,|002327
鄂尔多斯,|600295
厦工股份,|600815
摩恩电气,|002451
玲珑轮胎,|601966
雷柏科技,|002577
厦门空港,|600897
汉鼎宇佑,|300300
飞亚达Ａ,|000026
保税科技,|600794
*ST盈方,|000670
金风科技,|002202
三德科技,|300515
宝胜股份,|600973
桐昆股份,|601233
铁龙物流,|600125
永创智能,|603901
惠而浦,|600983
理工光科,|300557
中天能源,|600856
克明面业,|002661
永和智控,|002795
宇通客车,|600066
日照港,|600017
荣安地产,|000517
东方银星,|600753
亚振家居,|603389
天威视讯,|002238
未名医药,|002581
汇金股份,|300368
华数传媒,|000156
六国化工,|600470
首钢股份,|000959
岷江水电,|600131
常山股份,|000158
美力科技,|300611
鹏博士,|600804
光环新网,|300383
宝莫股份,|002476
奥联电子,|300585
安徽合力,|600761
金 螳 螂,|002081
长春一东,|600148
三川智慧,|300066
赢时胜,|300377
任子行,|300311
石英股份,|603688
兴业科技,|002674
大北农,|002385
轴研科技,|002046
三维股份,|603033
四方冷链,|603339
瑞特股份,|300600
中信海直,|000099
达志科技,|300530
安德利,|603031
鼎信通讯,|603421
万讯自控,|300112
容大感光,|300576
北京利尔,|002392
永利股份,|300230
龙蟒佰利,|002601
鹭燕医药,|002788
神剑股份,|002361
亚威股份,|002559
中国核建,|601611
亚星化学,|600319
天成控股,|600112
豫金刚石,|300064
辉煌科技,|002296
合诚股份,|603909
福斯特,|603806
名雕股份,|002830
宝钛股份,|600456
万里股份,|600847
千禾味业,|603027
红星发展,|600367
园城黄金,|600766
宋城演艺,|300144
神奇制药,|600613
伊之密,|300415
华贸物流,|603128
幸福蓝海,|300528
久远银海,|002777
百川股份,|002455
万邦达,|300055
东山精密,|002384
两面针,|600249
中润资源,|000506
达实智能,|002421
杭锅股份,|002534
蓝海华腾,|300484
东方航空,|600115
天房发展,|600322
同仁堂,|600085
世纪游轮,|002558
巴士在线,|002188
天通股份,|600330
爱康科技,|002610
*ST五稀,|000831
乐通股份,|002319
思创医惠,|300078
百利科技,|603959
兰州民百,|600738
广西广电,|600936
湖南黄金,|002155
岳阳林纸,|600963
超图软件,|300036
九州通,|600998
佛塑科技,|000973
沃森生物,|300142
东软集团,|600718
青松建化,|600425
上峰水泥,|000672
金莱特,|002723
神州易桥,|000606
和而泰,|002402
科大讯飞,|002230
健帆生物,|300529
农尚环境,|300536
海 利 得,|002206
亚泰国际,|002811
锦州港,|600190
*ST沪科,|600608
赛托生物,|300583
旭光股份,|600353
黄河旋风,|600172
富森美,|002818
陕国投Ａ,|000563
联创电子,|002036
泰胜风能,|300129
优德精密,|300549
滨江集团,|002244
国星光电,|002449
美晨科技,|300237
长青股份,|002391
和仁科技,|300550
北京城建,|600266
猛狮科技,|002684
雪榕生物,|300511
安徽水利,|600502
岳阳兴长,|000819
沙隆达Ａ,|000553
中装建设,|002822
泰尔股份,|002347
多喜爱,|002761
秋林集团,|600891
航新科技,|300424
南风股份,|300004
华峰氨纶,|002064
世名科技,|300522
哈空调,|600202
万年青,|000789
威创股份,|002308
祁连山,|600720
